"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://www.sportsactiontv.com/","200","Dirt Track Events | Sports Action TV - Online Racing Coverage","Indexable",""
"https://www.sportsactiontv.com/event-details/beach-bash-lake-view-motor-speedway","200","Beach Bash - Lake View Motor Speedway | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/thanksgiving-rumble","200","Thanksgiving Rumble | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/world-100","200","World 100 | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-list","200","Events | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/rain-out-classic","200","Rain Out Classic | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial-1","200","Jr Johnson/Eddie Mishue Memorial | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/jr-johnson-eddie-mishue-memorial","200","Jr Johnson | Eddie Mishue Memorial | Sports Action TV","Indexable",""
"https://www.sportsactiontv.com/event-details/17th-annual-race-for-the-kids-modified-mafia-tour","200","17th Annual Race For The Kids - Modified Mafia Tour | Sports Action TV","Indexable",""
